subid,trial_type,trial,total_fixation,order,trial_num,lab,stimulus,looking_time,MovieStart,MovieEnd,TrialTime,total_trial_time,trial_error,trial_error_type,notes
MB12_S23,IDS,IDS7,0,3,6,irl-concordia,NA,NA,01:45.501,01:51.852,00:06.351,6.351,error,experimenter began trial too early,
MB12_S23,IDS,IDS8,0.76,3,17,irl-concordia,NA,NA,04:38.519,04:49.584,00:11.065,11.065,error,trial should have ended earlier,
MB12_S23,training,train1,1.35,3,1,irl-concordia,NA,NA,00:07.809,00:25.806,00:17.997,17.997,error,experimenter began trial too early,
MB12_S23,training,train2,5.02,3,2,irl-concordia,NA,NA,00:29.419,00:38.677,00:09.258,9.258,noerror,NA,
MB12_S24,ADS,ADS1,16.43,2,3,irl-concordia,NA,NA,00:55.948,01:14.017,00:18.069,18.069,noerror,NA,
MB12_S24,ADS,ADS2,3.74,2,5,irl-concordia,NA,NA,01:38.766,01:46.150,00:07.384,7.384,noerror,NA,
MB12_S24,ADS,ADS3,1.28,2,8,irl-concordia,NA,NA,02:25.575,02:31.142,00:05.567,5.567,error,experimenter began trial too early,
MB12_S24,ADS,ADS4,1.56,2,9,irl-concordia,NA,NA,02:35.239,02:40.654,00:05.415,5.415,noerror,NA,
MB12_S24,ADS,ADS5,4.06,2,12,irl-concordia,NA,NA,03:11.068,03:19.349,00:08.281,8.281,noerror,NA,
MB12_S24,ADS,ADS6,8.97,2,14,irl-concordia,NA,NA,03:51.490,04:09.538,00:18.048,18.048,error,trial should have ended earlier,
MB12_S24,ADS,ADS7,6.33,2,15,irl-concordia,NA,NA,04:13.554,04:28.397,00:14.843,14.843,error,trial should have ended earlier,
MB12_S24,ADS,ADS8,3.13,2,18,irl-concordia,NA,NA,05:12.962,05:22.492,00:09.530,9.530,noerror,NA,
MB12_S24,IDS,IDS1,17.46,2,4,irl-concordia,NA,NA,01:17.586,01:35.625,00:18.039,18.039,noerror,NA,
MB12_S24,IDS,IDS2,17.98,2,6,irl-concordia,NA,NA,01:49.961,02:08.004,00:18.043,18.043,noerror,NA,
MB12_S24,IDS,IDS3,5.69,2,7,irl-concordia,NA,NA,02:11.819,02:21.246,00:09.427,9.427,noerror,NA,
MB12_S24,IDS,IDS4,2.73,2,10,irl-concordia,NA,NA,02:48.107,02:55.878,00:07.771,7.771,noerror,NA,
MB12_S24,IDS,IDS5,4.26,2,11,irl-concordia,NA,NA,02:59.381,03:07.382,00:08.001,8.001,noerror,NA,
MB12_S24,IDS,IDS6,6.81,2,13,irl-concordia,NA,NA,03:24.966,03:43.000,00:18.034,18.034,noerror,NA,
MB12_S24,IDS,IDS7,0.95,2,16,irl-concordia,NA,NA,04:46.910,04:52.853,00:05.943,5.943,noerror,NA,
MB12_S24,IDS,IDS8,2.21,2,17,irl-concordia,NA,NA,04:56.338,05:08.093,00:11.755,11.755,noerror,NA,
MB12_S24,training,train1,17.51,2,2,irl-concordia,NA,NA,00:34.501,00:52.544,00:18.043,18.043,noerror,NA,
MB12_S24,training,train2,18.05,2,1,irl-concordia,NA,NA,00:12.466,00:30.514,00:18.048,18.048,noerror,NA,
MB12_S25,ADS,ADS1,10.66,2,3,irl-concordia,NA,NA,00:47.100,01:05.140,00:18.040,18.040,noerror,NA,
MB12_S25,ADS,ADS2,5.68,2,5,irl-concordia,NA,NA,01:26.437,01:38.785,00:12.348,12.348,noerror,NA,
MB12_S25,ADS,ADS3,7.15,2,8,irl-concordia,NA,NA,02:20.506,02:38.546,00:18.040,18.040,error,trial should have ended earlier,
MB12_S25,ADS,ADS4,1.53,2,9,irl-concordia,NA,NA,02:47.933,03:03.527,00:15.594,15.594,noerror,NA,
MB12_S25,ADS,ADS5,4.41,2,12,irl-concordia,NA,NA,03:53.046,04:10.231,00:17.185,17.185,noerror,NA,
MB12_S25,ADS,ADS6,0,2,14,irl-concordia,NA,NA,04:40.016,04:44.590,00:04.574,4.574,error,trial should have ended earlier,
MB12_S25,ADS,ADS7,0.27,2,15,irl-concordia,NA,NA,04:50.512,04:58.390,00:07.878,7.878,noerror,NA,
MB12_S25,ADS,ADS8,0.58,2,18,irl-concordia,NA,NA,05:45.124,06:02.813,00:17.689,17.689,noerror,NA,
MB12_S25,IDS,IDS1,5.75,2,4,irl-concordia,NA,NA,01:11.258,01:21.793,00:10.535,10.535,noerror,NA,
MB12_S25,IDS,IDS2,2.48,2,6,irl-concordia,NA,NA,01:43.570,01:51.608,00:08.038,8.038,noerror,NA,
MB12_S25,IDS,IDS3,1.65,2,7,irl-concordia,NA,NA,01:56.376,02:09.552,00:13.176,13.176,error,trial should have ended earlier,
MB12_S25,IDS,IDS4,1.2,2,10,irl-concordia,NA,NA,03:19.649,03:26.335,00:06.686,6.686,noerror,NA,
MB12_S25,IDS,IDS5,4.73,2,11,irl-concordia,NA,NA,03:36.114,03:48.240,00:12.126,12.126,noerror,NA,
MB12_S25,IDS,IDS6,0.48,2,13,irl-concordia,NA,NA,04:21.890,04:29.495,00:07.605,7.605,noerror,NA,
MB12_S25,IDS,IDS7,0.47,2,16,irl-concordia,NA,NA,05:02.310,05:20.348,00:18.038,18.038,noerror,NA,
MB12_S25,IDS,IDS8,0.68,2,17,irl-concordia,NA,NA,05:22.315,05:38.465,00:16.150,16.150,noerror,NA,
MB12_S25,training,train1,16.11,2,2,irl-concordia,NA,NA,00:26.015,00:44.060,00:18.045,18.045,noerror,NA,
MB12_S25,training,train2,5.8,2,1,irl-concordia,NA,NA,00:06.073,00:17.098,00:11.025,11.025,noerror,NA,
MB12_S26,ADS,ADS1,16.94,2,3,irl-concordia,NA,NA,00:47.117,01:05.152,00:18.035,18.035,noerror,NA,
MB12_S26,ADS,ADS2,12.92,2,5,irl-concordia,NA,NA,01:29.391,01:47.418,00:18.027,18.027,noerror,NA,
MB12_S26,ADS,ADS3,5.48,2,8,irl-concordia,NA,NA,02:30.861,02:43.603,00:12.742,12.742,noerror,NA,
MB12_S26,ADS,ADS4,6.55,2,9,irl-concordia,NA,NA,02:46.022,02:59.651,00:13.629,13.629,noerror,NA,
MB12_S26,ADS,ADS5,4.79,2,12,irl-concordia,NA,NA,03:41.643,03:52.578,00:10.935,10.935,noerror,NA,
MB12_S26,ADS,ADS6,10.42,2,14,irl-concordia,NA,NA,04:16.545,04:34.370,00:17.825,17.825,error,trial should have ended earlier,
MB12_S26,ADS,ADS7,1.86,2,15,irl-concordia,NA,NA,04:38.648,04:47.042,00:08.394,8.394,noerror,NA,
MB12_S26,ADS,ADS8,1.92,2,18,irl-concordia,NA,NA,05:17.327,05:25.434,00:08.107,8.107,noerror,NA,
MB12_S26,IDS,IDS1,17.59,2,4,irl-concordia,NA,NA,01:08.024,01:26.079,00:18.055,18.055,noerror,NA,
MB12_S26,IDS,IDS2,14.13,2,6,irl-concordia,NA,NA,01:49.795,02:07.823,00:18.028,18.028,noerror,NA,
MB12_S26,IDS,IDS3,12.37,2,7,irl-concordia,NA,NA,02:10.300,02:28.342,00:18.042,8.042,noerror,NA,
MB12_S26,IDS,IDS4,14.88,2,10,irl-concordia,NA,NA,03:02.316,03:20.371,00:18.055,18.055,noerror,NA,
MB12_S26,IDS,IDS5,9.1,2,11,irl-concordia,NA,NA,03:23.123,03:39.546,00:16.423,16.423,noerror,NA,
MB12_S26,IDS,IDS6,8.9,2,13,irl-concordia,NA,NA,03:55.810,04:13.836,00:18.026,18.026,noerror,NA,
MB12_S26,IDS,IDS7,0.88,2,16,irl-concordia,NA,NA,04:51.318,04:58.482,00:07.164,7.164,noerror,NA,
MB12_S26,IDS,IDS8,3.7,2,17,irl-concordia,NA,NA,05:02.238,05:12.929,00:10.691,10.691,error,trial should have ended earlier,
MB12_S26,training,train1,12.27,2,2,irl-concordia,NA,NA,00:26.620,00:43.772,00:17.152,17.152,noerror,NA,
MB12_S26,training,train2,11.54,2,1,irl-concordia,NA,NA,00:04.856,00:22.904,00:18.048,18.048,noerror,NA,
MB12_S27,ADS,ADS1,15.09,4,8,irl-concordia,NA,NA,02:39.925,02:57.965,00:18.040,18.040,noerror,NA,
MB12_S27,ADS,ADS2,4.11,4,12,irl-concordia,NA,NA,04:02.034,04:20.091,00:18.057,18.057,noerror,NA,
MB12_S27,ADS,ADS3,4.11,4,10,irl-concordia,NA,NA,03:26.012,03:35.182,00:09.170,9.170,noerror,NA,
MB12_S27,ADS,ADS4,6.33,4,13,irl-concordia,NA,NA,04:22.806,04:40.848,00:18.042,18.042,noerror,NA,
MB12_S27,ADS,ADS5,14.38,4,3,irl-concordia,NA,NA,00:44.822,01:02.865,00:18.043,18.043,noerror,NA,
MB12_S27,ADS,ADS6,13.81,4,15,irl-concordia,NA,NA,05:03.326,05:21.368,00:18.042,18.042,noerror,NA,
MB12_S27,ADS,ADS7,16.33,4,6,irl-concordia,NA,NA,01:52.172,02:10.216,00:18.044,18.044,noerror,NA,
MB12_S27,ADS,ADS8,4.24,4,17,irl-concordia,NA,NA,05:51.612,06:03.332,00:11.720,11.720,noerror,NA,
MB12_S27,IDS,IDS1,17.03,4,7,irl-concordia,NA,NA,02:15.808,02:33.851,00:18.043,18.043,noerror,NA,
MB12_S27,IDS,IDS2,12.1,4,11,irl-concordia,NA,NA,03:38.731,03:56.772,00:18.041,18.041,noerror,NA,
MB12_S27,IDS,IDS3,16.17,4,9,irl-concordia,NA,NA,03:03.019,03:21.071,00:18.052,18.052,noerror,NA,
MB12_S27,IDS,IDS4,7.34,4,14,irl-concordia,NA,NA,04:46.946,04:58.374,00:11.428,11.428,noerror,NA,
MB12_S27,IDS,IDS5,10.44,4,4,irl-concordia,NA,NA,01:06.233,01:24.272,00:18.039,18.039,noerror,NA,
MB12_S27,IDS,IDS6,3.6,4,16,irl-concordia,NA,NA,05:26.855,05:35.037,00:08.182,8.182,noerror,NA,
MB12_S27,IDS,IDS7,17.47,4,5,irl-concordia,NA,NA,01:28.722,01:46.772,00:18.050,18.050,noerror,NA,
MB12_S27,IDS,IDS8,1.43,4,18,irl-concordia,NA,NA,06:06.647,06:11.940,00:05.293,5.293,noerror,NA,
MB12_S27,training,train1,9.85,4,2,irl-concordia,NA,NA,00:29.182,00:42.360,00:13.178,13.178,noerror,NA,
MB12_S27,training,train2,16.99,4,1,irl-concordia,NA,NA,00:06.485,00:24.525,00:18.040,118.040,noerror,NA,
MB12_S28,ADS,ADS1,5.21,2,3,irl-concordia,NA,NA,00:37.188,00:46.159,00:08.971,8.971,noerror,NA,
MB12_S28,ADS,ADS2,2.73,2,5,irl-concordia,NA,NA,01:14.736,01:21.918,00:07.182,7.182,noerror,NA,
MB12_S28,ADS,ADS3,0,2,8,irl-concordia,NA,NA,02:50.770,02:53.237,00:02.467,2.467,error,participant left room,
MB12_S28,ADS,ADS4,0,2,9,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S28,ADS,ADS5,0,2,12,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S28,ADS,ADS6,0,2,14,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S28,ADS,ADS7,0,2,15,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S28,ADS,ADS8,0,2,18,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S28,IDS,IDS1,15.28,2,4,irl-concordia,NA,NA,00:53.213,01:10.862,00:17.649,17.649,noerror,NA,
MB12_S28,IDS,IDS2,1.76,2,6,irl-concordia,NA,NA,01:24.149,01:31.254,00:07.105,7.105,noerror,NA,
MB12_S28,IDS,IDS3,1.1,2,7,irl-concordia,NA,NA,02:01.898,02:19.949,00:18.051,18.051,error,mom and baby stood up,
MB12_S28,IDS,IDS4,0,2,10,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S28,IDS,IDS5,0,2,11,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S28,IDS,IDS6,0,2,13,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S28,IDS,IDS7,0,2,16,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S28,IDS,IDS8,0,2,17,irl-concordia,NA,NA,NA,NA,NA,NA,error,"fussy, trial not watched",
MB12_S28,training,train1,2.57,2,2,irl-concordia,NA,NA,00:23.316,00:31.839,00:08.523,8.523,noerror,NA,
MB12_S28,training,train2,6.87,2,1,irl-concordia,NA,NA,00:07.230,00:19.063,00:11.833,11.833,noerror,NA,
MB12_S29,ADS,ADS1,1.44,3,7,irl-concordia,NA,NA,02:05.280,02:11.174,00:05.894,5.894,noerror,NA,
MB12_S29,ADS,ADS2,3.06,3,11,irl-concordia,NA,NA,03:18.737,03:26.045,00:07.308,7.308,noerror,NA,
MB12_S29,ADS,ADS3,10.1,3,9,irl-concordia,NA,NA,02:35.927,02:53.976,00:18.049,18.049,noerror,NA,
MB12_S29,ADS,ADS4,4.74,3,14,irl-concordia,NA,NA,03:57.375,04:08.733,00:11.358,11.358,noerror,NA,
MB12_S29,ADS,ADS5,9.22,3,4,irl-concordia,NA,NA,01:06.622,01:22.934,00:16.312,16.312,noerror,NA,
MB12_S29,ADS,ADS6,1.83,3,16,irl-concordia,NA,NA,04:22.815,04:29.388,00:06.573,6.573,noerror,NA,
MB12_S29,ADS,ADS7,10.48,3,5,irl-concordia,NA,NA,01:26.360,01:44.413,00:18.053,18.053,noerror,NA,
MB12_S29,ADS,ADS8,3.7,3,18,irl-concordia,NA,NA,04:53.872,05:08.444,00:14.572,14.572,error,trial should have ended earlier,
MB12_S29,IDS,IDS1,14.37,3,8,irl-concordia,NA,NA,02:14.956,02:32.992,00:18.036,18.036,noerror,NA,
MB12_S29,IDS,IDS2,5.37,3,12,irl-concordia,NA,NA,03:29.580,03:39.861,00:10.281,10.281,noerror,NA,
MB12_S29,IDS,IDS3,17.91,3,10,irl-concordia,NA,NA,02:57.808,03:15.865,00:18.057,18.057,noerror,NA,
MB12_S29,IDS,IDS4,6.22,3,13,irl-concordia,NA,NA,03:42.452,03:54.589,00:12.137,12.137,noerror,NA,
MB12_S29,IDS,IDS5,17.95,3,3,irl-concordia,NA,NA,00:45.191,01:03.246,00:18.055,18.055,noerror,NA,
MB12_S29,IDS,IDS6,1.33,3,15,irl-concordia,NA,NA,04:11.599,04:20.077,00:08.478,8.478,noerror,NA,
MB12_S29,IDS,IDS7,6.46,3,6,irl-concordia,NA,NA,01:47.986,02:01.102,00:13.116,13.116,noerror,NA,
MB12_S29,IDS,IDS8,17.72,3,17,irl-concordia,NA,NA,04:33.459,04:51.508,00:18.049,18.049,noerror,NA,
MB12_S29,training,train1,16.54,3,1,irl-concordia,NA,NA,00:04.640,00:22.679,00:18.039,18.039,noerror,NA,
MB12_S29,training,train2,6.54,3,2,irl-concordia,NA,NA,00:25.425,00:42.575,00:17.150,17.150,noerror,NA,
MB12_S30,ADS,ADS1,4.35,4,8,irl-concordia,NA,NA,02:15.837,02:24.603,00:08.766,8.766,noerror,NA,
MB12_S30,ADS,ADS2,3.8,4,12,irl-concordia,NA,NA,02:57.907,03:05.259,00:07.352,7.352,noerror,NA,
MB12_S30,ADS,ADS3,1.71,4,10,irl-concordia,NA,NA,02:37.253,02:43.058,00:05.805,5.805,error,experimenter began trial too early,
MB12_S30,ADS,ADS4,2.53,4,13,irl-concordia,NA,NA,03:07.892,03:13.882,00:05.990,5.990,noerror,NA,
MB12_S30,ADS,ADS5,17.88,4,3,irl-concordia,NA,NA,00:45.812,01:03.855,00:18.043,18.043,noerror,NA,
MB12_S30,ADS,ADS6,4.88,4,15,irl-concordia,NA,NA,03:29.042,03:38.970,00:09.928,9.928,noerror,NA,
MB12_S30,ADS,ADS7,7.62,4,6,irl-concordia,NA,NA,01:48.488,02:01.899,00:13.411,13.411,noerror,NA,
MB12_S30,ADS,ADS8,2.86,4,17,irl-concordia,NA,NA,03:51.658,03:58.953,00:07.295,7.295,noerror,NA,
MB12_S30,IDS,IDS1,0,4,7,irl-concordia,NA,NA,02:07.523,02:11.195,00:03.672,3.672,error,experimenter began trial too early,
MB12_S30,IDS,IDS2,4.98,4,11,irl-concordia,NA,NA,02:46.258,02:54.778,00:08.520,8.520,noerror,NA,
MB12_S30,IDS,IDS3,1.77,4,9,irl-concordia,NA,NA,02:28.048,02:34.267,00:06.219,6.619,noerror,NA,
MB12_S30,IDS,IDS4,4.09,4,14,irl-concordia,NA,NA,03:16.307,03:24.218,00:07.911,7.911,noerror,NA,
MB12_S30,IDS,IDS5,16.96,4,4,irl-concordia,NA,NA,01:06.672,01:24.719,00:18.047,18.047,noerror,NA,
MB12_S30,IDS,IDS6,2.09,4,16,irl-concordia,NA,NA,03:42.089,03:48.514,00:06.425,6.425,noerror,NA,
MB12_S30,IDS,IDS7,17.49,4,5,irl-concordia,NA,NA,01:27.970,01:46.015,00:18.045,18.045,noerror,NA,
MB12_S30,IDS,IDS8,0,4,18,irl-concordia,NA,NA,04:26.941,04:30.988,00:04.047,4.047,error,experimenter ended trial too early,
MB12_S30,training,train1,12.68,4,2,irl-concordia,NA,NA,00:24.378,00:42.463,00:18.085,18.085,noerror,NA,
MB12_S30,training,train2,16.99,4,1,irl-concordia,NA,NA,00:03.399,00:21.443,00:18.044,18.044,noerror,NA,
MB12_S31,ADS,ADS1,3.95,3,7,irl-concordia,NA,NA,01:29.398,01:38.877,00:09.479,9.479,noerror,NA,
MB12_S31,ADS,ADS2,14.71,3,11,irl-concordia,NA,NA,02:27.336,02:45.378,00:18.042,18.042,noerror,NA,
MB12_S31,ADS,ADS3,3.1,3,9,irl-concordia,NA,NA,01:54.455,02:03.878,00:09.423,9.423,noerror,NA,
MB12_S31,ADS,ADS4,3.43,3,14,irl-concordia,NA,NA,03:15.494,03:28.413,00:12.919,12.919,noerror,NA,
MB12_S31,ADS,ADS5,5.2,3,4,irl-concordia,NA,NA,00:49.630,01:01.086,00:11.456,11.456,noerror,NA,
MB12_S31,ADS,ADS6,1.75,3,16,irl-concordia,NA,NA,03:43.622,03:50.501,00:06.879,6.879,noerror,NA,
MB12_S31,ADS,ADS7,2.9,3,5,irl-concordia,NA,NA,01:05.030,01:12.814,00:07.784,7.784,noerror,NA,
MB12_S31,ADS,ADS8,4.66,3,18,irl-concordia,NA,NA,04:08.441,04:17.996,00:09.555,9.555,noerror,NA,
MB12_S31,IDS,IDS1,3.58,3,8,irl-concordia,NA,NA,01:41.651,01:51.590,00:09.939,9.939,noerror,NA,
MB12_S31,IDS,IDS2,7.01,3,12,irl-concordia,NA,NA,02:47.554,02:59.341,00:11.787,11.787,noerror,NA,
MB12_S31,IDS,IDS3,14.31,3,10,irl-concordia,NA,NA,02:06.932,02:24.975,00:18.043,18.043,noerror,NA,
MB12_S31,IDS,IDS4,2.03,3,13,irl-concordia,NA,NA,03:01.642,03:11.317,00:09.675,9.675,noerror,NA,
MB12_S31,IDS,IDS5,6.99,3,3,irl-concordia,NA,NA,00:30.372,00:45.638,00:15.266,15.266,noerror,NA,
MB12_S31,IDS,IDS6,1.27,3,15,irl-concordia,NA,NA,03:32.169,03:39.805,00:07.636,7.636,noerror,NA,
MB12_S31,IDS,IDS7,3.5,3,6,irl-concordia,NA,NA,01:15.973,01:26.335,00:10.362,10.362,noerror,NA,
MB12_S31,IDS,IDS8,2.23,3,17,irl-concordia,NA,NA,03:55.891,04:03.717,00:07.826,7.826,noerror,NA,
MB12_S31,training,train1,2.63,3,1,irl-concordia,NA,NA,00:06.050,00:17.319,00:11.269,11.269,noerror,NA,
MB12_S31,training,train2,0.71,3,2,irl-concordia,NA,NA,00:20.729,00:27.358,00:06.629,6.629,noerror,NA,
MB12_S32,ADS,ADS1,0.57,3,7,irl-concordia,NA,NA,01:55.362,02:02.324,00:06.962,6.962,noerror,NA,
MB12_S32,ADS,ADS2,2.88,3,11,irl-concordia,NA,NA,02:54.219,03:01.426,00:07.207,7.207,noerror,NA,skipped attention-getter
MB12_S32,ADS,ADS3,1.96,3,9,irl-concordia,NA,NA,02:21.732,02:30.468,00:08.736,8.736,noerror,NA,
MB12_S32,ADS,ADS4,14.61,3,14,irl-concordia,NA,NA,03:56.130,04:14.183,00:18.053,18.053,noerror,NA,
MB12_S32,ADS,ADS5,3,3,4,irl-concordia,NA,NA,00:54.389,01:02.004,00:07.615,7.615,noerror,NA,
MB12_S32,ADS,ADS6,2.17,3,16,irl-concordia,NA,NA,04:27.889,04:35.433,00:07.544,7.544,noerror,NA,
MB12_S32,ADS,ADS7,1.88,3,5,irl-concordia,NA,NA,01:17.540,01:25.740,00:08.200,8.200,noerror,NA,
MB12_S32,ADS,ADS8,0.93,3,18,irl-concordia,NA,NA,05:00.392,05:17.736,00:17.344,17.344,noerror,NA,
MB12_S32,IDS,IDS1,4.42,3,8,irl-concordia,NA,NA,02:07.063,02:17.875,00:10.812,10.812,noerror,NA,
MB12_S32,IDS,IDS2,5.45,3,12,irl-concordia,NA,NA,03:20.713,03:31.994,00:11.281,11.281,noerror,NA,
MB12_S32,IDS,IDS3,17.25,3,10,irl-concordia,NA,NA,02:34.700,02:52.749,00:18.049,18.049,noerror,NA,
MB12_S32,IDS,IDS4,5.99,3,13,irl-concordia,NA,NA,03:38.739,03:50.362,00:11.623,11.623,noerror,NA,
MB12_S32,IDS,IDS5,17.46,3,3,irl-concordia,NA,NA,00:34.817,00:52.860,00:18.043,18.043,noerror,NA,
MB12_S32,IDS,IDS6,0,3,15,irl-concordia,NA,NA,04:18.645,04:24.145,00:05.500,5.500,error,experimenter began trial too early,
MB12_S32,IDS,IDS7,15.03,3,6,irl-concordia,NA,NA,01:33.465,01:51.509,00:18.044,18.044,noerror,NA,
MB12_S32,IDS,IDS8,0,3,17,irl-concordia,NA,NA,04:39.191,04:51.137,00:11.946,11.946,noerror,NA,
MB12_S32,training,train1,7.9,3,1,irl-concordia,NA,NA,00:05.925,00:19.613,00:13.688,13.688,noerror,NA,
MB12_S32,training,train2,2.61,3,2,irl-concordia,NA,NA,00:23.601,00:30.069,00:06.468,6.468,noerror,NA,
MB12_S33,ADS,ADS1,2.08,4,8,irl-concordia,NA,NA,02:27.481,02:33.698,00:06.217,6.217,noerror,NA,
MB12_S33,ADS,ADS2,0,4,12,irl-concordia,NA,NA,03:32.100,03:43.137,00:11.037,11.037,error,"fussy, trial not watched",
MB12_S33,ADS,ADS3,1.2,4,10,irl-concordia,NA,NA,02:56.950,03:11.098,00:14.148,14.148,error,trial should have ended earlier,
MB12_S33,ADS,ADS4,0,4,13,irl-concordia,NA,NA,03:47.009,03:52.401,00:05.392,5.392,error,"fussy, trial not watched",
MB12_S33,ADS,ADS5,4.96,4,3,irl-concordia,NA,NA,00:48.569,01:06.609,00:18.040,18.040,noerror,NA,
MB12_S33,ADS,ADS6,0,4,15,irl-concordia,NA,NA,04:14.887,04:24.808,00:09.921,9.921,error,"fussy, trial not watched",
MB12_S33,ADS,ADS7,3.62,4,6,irl-concordia,NA,NA,01:45.335,02:03.383,00:18.048,18.048,noerror,NA,
MB12_S33,ADS,ADS8,0,4,17,irl-concordia,NA,NA,04:46.923,04:49.945,00:03.022,3.022,error,"fussy, trial not watched",
MB12_S33,IDS,IDS1,0.68,4,7,irl-concordia,NA,NA,02:05.741,02:23.790,00:18.049,18.049,noerror,NA,
MB12_S33,IDS,IDS2,0,4,11,irl-concordia,NA,NA,03:14.466,03:26.474,00:12.008,12.008,error,"fussy, trial not watched",
MB12_S33,IDS,IDS3,0,4,9,irl-concordia,NA,NA,02:36.608,02:53.930,00:17.322,17.322,error,experimenter began trial too early,
MB12_S33,IDS,IDS4,0,4,14,irl-concordia,NA,NA,03:55.293,04:11.137,00:15.844,15.844,error,"fussy, trial not watched",
MB12_S33,IDS,IDS5,3.62,4,4,irl-concordia,NA,NA,01:09.385,01:21.700,00:12.315,12.315,error,trial should have ended earlier,
MB12_S33,IDS,IDS6,0,4,16,irl-concordia,NA,NA,04:27.866,04:45.905,00:18.039,18.039,error,"fussy, trial not watched",
MB12_S33,IDS,IDS7,6.94,4,5,irl-concordia,NA,NA,01:24.429,01:42.471,00:18.042,18.042,noerror,NA,
MB12_S33,IDS,IDS8,0,4,18,irl-concordia,NA,NA,04:55.885,05:07.249,00:11.364,11.364,error,"fussy, trial not watched",
MB12_S33,training,train1,18.05,4,2,irl-concordia,NA,NA,00:26.085,00:44.893,00:18.808,18.808,noerror,NA,
MB12_S33,training,train2,7.84,4,1,irl-concordia,NA,NA,00:06.124,00:24.177,00:18.053,18.053,noerror,NA,
MB12_S34,ADS,ADS1,4.57,1,4,irl-concordia,NA,NA,01:06.153,01:16.269,00:10.116,10.116,noerror,NA,
MB12_S34,ADS,ADS2,2.1,1,6,irl-concordia,NA,NA,01:36.314,01:46.133,00:09.819,9.819,error,trial should have ended earlier,
MB12_S34,ADS,ADS3,0.82,1,7,irl-concordia,NA,NA,01:55.838,02:01.548,00:05.710,5.710,noerror,NA,
MB12_S34,ADS,ADS4,2.23,1,10,irl-concordia,NA,NA,02:25.676,02:32.452,00:06.776,6.776,noerror,NA,
MB12_S34,ADS,ADS5,2.88,1,11,irl-concordia,NA,NA,02:59.614,03:06.603,00:06.989,6.989,noerror,NA,
MB12_S34,ADS,ADS6,1.15,1,13,irl-concordia,NA,NA,03:41.591,03:47.530,00:05.939,5.939,noerror,NA,
MB12_S34,ADS,ADS7,1.67,1,16,irl-concordia,NA,NA,04:11.519,04:16.674,00:05.155,5.155,error,experimenter ended trial too early,
MB12_S34,ADS,ADS8,2.38,1,17,irl-concordia,NA,NA,04:39.061,04:44.937,00:05.876,5.876,noerror,NA,
MB12_S34,IDS,IDS1,11.22,1,3,irl-concordia,NA,NA,00:45.962,01:03.326,00:17.364,17.364,noerror,NA,
MB12_S34,IDS,IDS2,1.82,1,5,irl-concordia,NA,NA,01:23.505,01:31.141,00:07.636,7.636,noerror,NA,
MB12_S34,IDS,IDS3,2.48,1,8,irl-concordia,NA,NA,02:05.046,02:11.788,00:06.742,6.742,noerror,NA,
MB12_S34,IDS,IDS4,3.63,1,9,irl-concordia,NA,NA,02:14.921,02:22.884,00:07.963,7.963,noerror,NA,
MB12_S34,IDS,IDS5,9.79,1,12,irl-concordia,NA,NA,03:20.281,03:34.531,00:14.250,14.250,noerror,NA,
MB12_S34,IDS,IDS6,1.74,1,14,irl-concordia,NA,NA,03:50.921,03:56.586,00:05.665,5.665,noerror,NA,
MB12_S34,IDS,IDS7,0,1,15,irl-concordia,NA,NA,04:01.327,04:05.274,00:03.947,3.947,error,experimenter began trial too early,
MB12_S34,IDS,IDS8,1.04,1,18,irl-concordia,NA,NA,04:48.105,04:53.825,00:05.720,5.720,noerror,NA,
MB12_S34,training,train1,15.67,1,1,irl-concordia,NA,NA,00:04.008,00:22.044,00:18.036,18.036,noerror,NA,
MB12_S34,training,train2,11.02,1,2,irl-concordia,NA,NA,00:24.863,00:42.907,00:18.044,18.044,noerror,NA,
MB12_S35,ADS,ADS1,NA,NA,NA,NA,NA,NA,01:15.163,01:21.856,00:06.693,6.693,,,
MB12_S35,ADS,ADS2,NA,NA,NA,NA,NA,NA,01:34.742,01:46.240,00:11.498,11.498,,,
MB12_S35,ADS,ADS3,NA,NA,NA,NA,NA,NA,01:56.693,02:11.999,00:15.306,15.306,,,
MB12_S35,ADS,ADS4,NA,NA,NA,NA,NA,NA,02:42.121,02:47.862,00:05.741,5.741,,,
MB12_S35,ADS,ADS5,NA,NA,NA,NA,NA,NA,02:49.992,03:08.042,00:18.050,18.050,,,
MB12_S35,ADS,ADS6,NA,NA,NA,NA,NA,NA,03:27.602,03:39.021,00:11.419,11.419,,,
